"Key","LON","LAT","Customer","CustomerWeight","Dollars","Count","Member Type","TypeSingleValue","SomeText","Flag","AreaId","DA_ECYPFA1519","DA_ECYPFA2024","DA_ECYPFA2529","DA_ECYPFA3034","DA_ECYPFA3539","DA_ECYPFA4044","DA_ECYPFA4549","DA_ECYPFA5054","DA_ECYPFA5559","DA_ECYPFA6064","DA_ECYPFA6569","DA_ECYPFA7074","AreaId2","DA_NVR_TOT","AreaId3","DA_NVRLTRK_I","AreaId4","DA_NVRLTRK_I_2","AreaId5","DA_NVRLTRK_I_2_2","AreaId6","DA_NVRLTRK_I_2_2_2","AreaId7","DA_NVRLTRK_I_2_2_2_2","__FSALDU","__LATITUDE","__LONGITUDE","__GeoLevel","__InSegmentation","__InDemographic","__PRCDDA","__Count","__PRIZM","__FSAQ422","__PRCDADA","__PRCDCSD","__PRCD","__CMACT","__CMACA","__PRFED13","__PR","__REG","__Distance"
"24920098","-71.6259804744927","51.2071384649812","6","1","45.34","1",,"monthly",,"False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3866058719002","50.9326933176598","11","2","771.84","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.6180638259465","49.7686793100483","10","2","433.53","1","annual","monthly","this is annual","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4850604056829","51.4995800154056","2","1","135.37","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5581392597556","51.4410917053207","7","1","90.11","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5803920954168","51.3961006975631","6","1","282.75","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5301130333498","51.3826033952358","11","1","995.82","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.705914858938","51.117156449466","9","1","519.44","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5124743385718","51.1126573486902","7","4","29.17","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4698274313459","51.0901618448114","8","3","249.66","1","annual","monthly","this is annual","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.9768594422546","51.2326352485775","2","1","178","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.9275782078851","51.2071384649812","6","1","373.55","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.9043149834058","49.5032323642785","3","2","65.45","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-72.1149511842136","50.7932211936113","2","1","11.49","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.8089147957552","50.7932211936113","8","1","368.6","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7804462945032","50.7932211936113","3","1","11.5","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.619510358835","49.9788839531986","9","1","409.13","1",,"monthly",,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.69561121668","50.7392319843021","4","1","333.28","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4173985696583","50.797720294387","8","1","805.16","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7088373159572","50.140851581126","11","3","914.26","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.8068843383554","49.6022125813452","10","6","314.61","1",,"monthly",,"False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.8070052987942","49.5752179766907","6","1","314.27","1",,"monthly",,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.8758040215875","49.7641802092726","10","2","998.16","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3480835930862","49.897900139235","9","1","670.02","1",,"monthly",,"False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3801345933848","50.4827832400838","9","1","228.35","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-72.1083883213596","50.4737850385323","6","1","562.57","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6736421713268","50.1498497826775","5","3","333.26","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5122243610557","50.1453506819018","4","3","103.28","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6879719529403","50.7887220928355","10","1","621.41","1",,"monthly",,"False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4390410039587","50.779723891284","6","1","51.39","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7379174477086","50.7752247905082","2","1","76.13","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7616645508113","51.2881222789449","9","1","83.35","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4620862841794","51.5805638293693","10","1","996.63","1",,"monthly",,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4839452504617","51.5715656278178","10","1","708.92","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5563910751258","51.567066527042","2","1","89.15","1","annual","monthly","this is annual","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.7911573585698","49.9846361472848","8","1","148.42","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.7281862011706","49.9846361472848","2","1","92.92","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24950049","-69.8751329687572","49.9801370465091","4","1","0.84","1","annual","monthly","this is annual","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7172555806263","50.7077382788718","6","1","242.34","1","weekly","monthly","this is weekly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5893810310214","50.7077382788718","4","1","94.64","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.9659434735646","50.6987400773203","8","1","114.71","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4475829979729","50.6897418757688","10","1","466.76","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5967695954253","50.685242774993","3","1","165.61","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5470644477364","50.685242774993","4","1","288.33","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.305639444676","50.685242774993","7","1","146.84","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4798438319217","51.3915221582044","1","1","1.82","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3867611930593","50.9236951161083","5","2","251.63","1","weekly","monthly","this is weekly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5927540742212","50.442291333102","6","1","29.24","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3058089244676","50.6762445734415","4","1","244.44","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7049980138118","50.5187760462899","9","1","217.06","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.421971452534","50.5187760462899","9","1","599.82","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.621442966784","50.4062985268959","2","1","156.34","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5936600754434","50.3703057206898","8","1","802.59","1",,"monthly",,"True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.8829699641649","50.3523093175868","2","1","104.91","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6814422031603","50.7347328835264","1","1","33.46","1","annual","monthly","this is annual","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4255457460102","50.7347328835264","10","1","267.23","1","weekly","monthly","this is weekly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.4114040263214","50.7302337827506","2","1","77.29","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.3901581479319","50.7257346819748","3","1","249.18","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.8729079414114","50.8022193951628","4","1","243.18","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7732490016307","50.8022193951628","9","1","490.36","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-72.0935905593584","50.797720294387","2","1","31.74","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.7391298037183","50.6492499687869","9","1","329.11","1","weekly","monthly","this is weekly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.8669069151455","50.6402517672354","9","1","167.59","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6458214561714","51.3511096898055","7","1","194.53","1","weekly","monthly","this is weekly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6244331120997","51.3331132867025","6","1","210.08","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5886659244294","51.3151168835994","3","1","216.63","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.9967685294175","50.1093578756957","3","2","6.74","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.6600485807643","50.1093578756957","8","2","576.75","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-72.0529398945711","50.0913614725927","10","2","919.57","1","monthly","monthly","this is monthly","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-72.0108824928979","50.0868623718169","2","2","83.71","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5120124285794","51.1441510541205","2","1","105.05","1","monthly","monthly","this is monthly","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
"24920098","-71.5049747894995","51.135152852569","7","1","68.95","1","annual","monthly","this is annual","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not Coded","False","False",,"1","UN",,,,,,,,,,
