"UniqueID","Postal Code","City","StoreCode","CustomerWeight","Dollars","Member Type","Some Text","Flag","AreaId","DA_ACYBASHHD","AreaId2","DA_ACYBASHHD_2","__FSALDU","__LATITUDE","__LONGITUDE","__GeoLevel","__InSegmentation","__InDemographic","__PRCDDA","__Count","__PostalMatched","__ConsideredRural","__RETIRED","__BUSINESS","__APARTMENT","__PRIZM","__FSAQ422","__PRCDADA","__PRCDCSD","__PRCD","__CMACT","__CMACA","__PRFED13","__PR","__REG"
"4234","A1A4E2","CUCHOLDS COVE","A1B-1","5","606.56","yearly","this is annual","True",,"1",,"1","A1A4E2","47.597180","-52.715330","Unique ePCCF","True","True","10010341","1","True","False","","","","09","A1A","10010004","1001519","1001","0010015.03","001","10006","10","1"
"4233","A1A4N4","ST. JOHN'S","A1B-1","5","16.8","yearly","this is annual","True",,"1",,"1","A1A4N4","47.603400","-52.708100","Unique ePCCF","True","True","10010267","1","True","False","","","","23","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"510","A1A4N9","ST. JOHN'S","A1B-1","3","423.95","monthly","this is monthly","False",,"1",,"1","A1A4N9","47.608100","-52.706730","Unique ePCCF","True","True","10010272","1","True","False","","","","01","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"1411","A1A4S5","ST. JOHN'S","A1B-1","1","424.33","monthly","this is monthly","True",,"1",,"1","A1A4S5","47.605980","-52.717480","Unique ePCCF","True","True","10010270","1","True","False","","","","09","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"1409","A1A4V4","ST. JOHN'S","A1B-1","1","155.74","monthly","this is monthly","True",,"1",,"1","A1A4V4","47.610550","-52.707810","Unique ePCCF","True","True","10010269","1","True","False","","","","09","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"1408","A1A4V6","ST. JOHN'S","A1B-1","2","307.15","monthly","this is monthly","True",,"1",,"1","A1A4V6","47.610350","-52.710410","Unique ePCCF","True","True","10010269","1","True","False","","","","09","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"1413","A1A4W3","ST. JOHN'S","A1B-1","1","601.29","monthly","this is monthly","True",,"1",,"1","A1A4W3","47.608240","-52.712780","Unique ePCCF","True","True","10010269","1","True","False","","","","09","A1A","10010008","1001519","1001","0010015.04","001","10006","10","1"
"1410","A1A5M2","ST. JOHN'S","A1B-1","1","385.99","monthly","this is monthly","True",,"1",,"1","A1A5M2","47.603610","-52.724630","Unique ePCCF","True","True","10010345","1","True","False","","","","04","A1A","10010004","1001519","1001","0010015.03","001","10006","10","1"
"4254","A1B0A4","ST. JOHN'S","A1B-1","1","261.67","yearly","this is annual","False",,"1",,"1","A1B0A4","47.549220","-52.793540","Unique ePCCF","True","True","10010834","1","True","False","","","","22","A1B","10010007","1001519","1001","0010202.01","001","10006","10","1"
"4235","A1B1C7","ST JOHNS","A1B-1","4","675.23","yearly","this is annual","True",,"1",,"1","A1B1C7","47.572550","-52.717420","Unique ePCCF","True","True","10010310","1","True","False","","","","02","A1B","10010011","1001519","1001","0010013.00","001","10006","10","1"
"1412","A1B1L7","ST. JOHN'S","A1B-1","1","495.57","monthly","this is monthly","True",,"1",,"1","A1B1L7","47.578490","-52.713440","Unique ePCCF","True","True","10010257","1","True","False","","","","09","A1B","10010011","1001519","1001","0010014.00","001","10006","10","1"
"4241","A1B1N7","ST JOHNS","A1B-1","2","262.02","yearly","this is annual","True",,"1",,"1","A1B1N7","47.577590","-52.718370","Unique ePCCF","True","True","10010252","1","True","False","","","","16","A1B","10010011","1001519","1001","0010013.00","001","10006","10","1"
"4255","A1B1V8","ST. JOHN'S","A1B-1","1","79.45","yearly","this is annual","False",,"1",,"1","A1B1V8","47.580310","-52.719090","Unique ePCCF","True","True","10010255","1","True","False","","","","09","A1B","10010011","1001519","1001","0010014.00","001","10006","10","1"
"4239","A1B1V9","ST. JOHN'S","A1B-1","2","706.85","yearly","this is annual","True",,"1",,"1","A1B1V9","47.580640","-52.719390","Unique ePCCF","True","True","10010254","1","True","False","","","","16","A1B","10010011","1001519","1001","0010014.00","001","10006","10","1"
"4244","A1b2N1","ST JOHNS","A1B-1","1","480.58","yearly","this is annual","True",,"1",,"1","A1B2N1","47.585080","-52.714850","Unique ePCCF","True","True","10010254","1","True","False","","","","45","A1B","10010011","1001519","1001","0010014.00","001","10006","10","1"
"4248","A1B2N5","ST JOHNS","A1B-1","1","104.71","yearly","this is annual","True",,"1",,"1","A1B2N5","47.590630","-52.721980","Unique ePCCF","True","True","10010357","1","True","False","","","","02","A1B","10010010","1001519","1001","0010016.02","001","10006","10","1"
"4242","A1B2S3","ST JOHNS","A1B-1","1","735.92","yearly","this is annual","True",,"1",,"1","A1B2S3","47.576340","-52.716750","Unique ePCCF","True","True","10010252","1","True","False","","","","16","A1B","10010011","1001519","1001","0010013.00","001","10006","10","1"
"4236","A1B2W9","ST JOHNS","A1B-1","3","497.5","yearly","this is annual","True",,"1",,"1","A1B2W9","47.576450","-52.726460","Unique ePCCF","True","True","10010253","1","True","False","","","","16","A1B","10010011","1001519","1001","0010013.00","001","10006","10","1"
"4240","A1B3A1","ST. JOHN'S","A1B-1","2","561.45","yearly","this is annual","True",,"1",,"1","A1B3A1","47.575340","-52.726780","Unique ePCCF","True","True","10010253","1","True","False","","","","57","A1B","10010011","1001519","1001","0010013.00","001","10006","10","1"
"4243","A1B5E9","ST JOHNS","A1B-1","1","686.46","yearly","this is annual","True",,"1",,"1","A1B5E9","47.547580","-52.792590","Unique ePCCF","True","True","10010836","1","True","False","","","","38","A1B","10010007","1001519","1001","0010202.01","001","10006","10","1"
"4247","A1B5G4","ST. JOHN'S","A1B-1","1","848.16","yearly","this is annual","True",,"1",,"1","A1B5G4","47.547450","-52.794220","Unique ePCCF","True","True","10010836","1","True","False","","","","24","A1B","10010007","1001519","1001","0010202.01","001","10006","10","1"
"1414","A1C2C2","ST JOHNS","A1B-1","1","783.01","monthly","this is monthly","True",,"1",,"1","A1C2C2","47.573820","-52.700240","Unique ePCCF","True","True","10010482","1","True","False","","","","02","A1C","10010009","1001519","1001","0010009.00","001","10006","10","1"
"858","A1C3P8","ST JOHNS","C1A-1","1","153.64","monthly","this is monthly","False",,"1",,"1","A1C3P8","47.570380","-52.708740","Unique ePCCF","True","True","10010482","1","True","False","","","","06","A1C","10010009","1001519","1001","0010009.00","001","10006","10","1"
"1415","A1C3P9","ST JOHNS","A1B-1","1","474.28","monthly","this is monthly","True",,"1",,"1","A1C3P9","47.570850","-52.709580","Unique ePCCF","True","True","10010297","1","True","False","","","","22","A1C","10010009","1001519","1001","0010010.00","001","10006","10","1"
"4256","A1E4E7","ST. JOHN'S","A1B-1","1","462.56","yearly","this is annual","False",,"1",,"1","A1E4E7","47.542850","-52.728320","Unique ePCCF","True","True","10010196","1","True","False","","","","45","A1E","10010015","1001519","1001","0010002.00","001","10007","10","1"
"1418","A2H2R1","CORNER BROOK","N0031","1","782.19","monthly","this is monthly","True",,"1",,"1","A2H2R1","48.948470","-57.927120","Unique ePCCF","True","True","10050103","1","True","False","","","","09","A2H","10050004","1005018","1005","0000000.00","015","10005","10","1"
"1417","A2H2R3","CORNER BROOK","N0031","2","441.77","monthly","this is monthly","True",,"1",,"1","A2H2R3","48.950340","-57.924500","Unique ePCCF","True","True","10050103","1","True","False","","","","09","A2H","10050004","1005018","1005","0000000.00","015","10005","10","1"
"1419","A2H2X7","CORNER BROOK","N0031","1","749.84","monthly","this is monthly","True",,"1",,"1","A2H2X7","48.947220","-57.927490","Unique ePCCF","True","True","10050103","1","True","False","","","","09","A2H","10050004","1005018","1005","0000000.00","015","10005","10","1"
"1416","A2H6Z4","CORNER BROOK","N0031","5","681.8","monthly","this is monthly","True",,"1",,"1","A2H6Z4","48.948830","-57.923930","Unique ePCCF","True","True","10050103","1","True","False","","","","09","A2H","10050004","1005018","1005","0000000.00","015","10005","10","1"
"846","B2V1X7","COLE HARBOUR","B3J-1","1","210.28","monthly","this is monthly","False",,"1",,"1","B2V1X7","44.658360","-63.484890","Unique ePCCF","True","True","12090756","1","True","False","","","","05","B2V","12090025","1209034","1209","2050121.08","205","12004","12","1"
"4992","B2V1Z8","DARTMOUTH","B3J-1","3","932.33","yearly","this is annual","False",,"1",,"1","B2V1Z8","44.660750","-63.488400","Unique ePCCF","True","True","12090753","1","True","False","","","","19","B2V","12090025","1209034","1209","2050121.08","205","12004","12","1"
"851","B2V2S6","DARTMOUTH","B3J-1","1","76.88","monthly","this is monthly","False",,"1",,"1","B2V2S6","44.659520","-63.483300","Unique ePCCF","True","True","12090756","1","True","False","","","","05","B2V","12090025","1209034","1209","2050121.08","205","12004","12","1"
"5000","B2V2S7","DARTMOUTH","B3J-1","2","680.3","yearly","this is annual","False",,"1",,"1","B2V2S7","44.653120","-63.476660","Unique ePCCF","True","True","12090747","1","True","False","","","","05","B2V","12090030","1209034","1209","2050121.10","205","12004","12","1"
"4995","B2W4Z2","DARTMOUTH","B3J-1","3","665.46","yearly","this is annual","False",,"1",,"1","B2W4Z2","44.688950","-63.503110","Unique ePCCF","True","True","12090421","1","True","False","","","","23","B2W","12090022","1209034","1209","2050105.02","205","12004","12","1"
"4991","B2W6B4","DARTMOUTH","B3J-1","3","913.58","yearly","this is annual","False",,"1",,"1","B2W6B4","44.662330","-63.516190","Unique ePCCF","True","True","12090792","1","True","False","","","","09","B2W","12090069","1209034","1209","2050104.03","205","12004","12","1"
"3496","B2W6E5","DARTMOUTH","B3J-1","4","796.28","yearly","this is annual","True",,"1",,"1","B2W6E5","44.663170","-63.518100","Unique ePCCF","True","True","12090792","1","True","False","","","","09","B2W","12090069","1209034","1209","2050104.03","205","12004","12","1"
"4997","B2X3G6","DARTMOUTH","B3J-1","2","244.36","yearly","this is annual","False",,"1",,"1","B2X3G6","44.699220","-63.541810","Unique ePCCF","True","True","12090133","1","True","False","","","","09","B2X","12090061","1209034","1209","2050106.02","205","12004","12","1"
"3520","B2Y1X2","DARTMOUTH","B3J-1","1","717.74","yearly","this is annual","True",,"1",,"1","B2Y1X2","44.674600","-63.552960","Unique ePCCF","True","True","12090166","1","True","False","","","","09","B2Y","12090059","1209034","1209","2050103.00","205","12004","12","1"
"3532","B2Y4E1","DARTMOUTH","B3J-1","1","133.81","yearly","this is annual","False",,"1",,"1","B2Y4E1","44.674780","-63.549350","Unique ePCCF","True","True","12090166","1","True","False","","","","09","B2Y","12090059","1209034","1209","2050103.00","205","12004","12","1"
"3509","B3A4R5","DARTMOUTH","B3J-1","2","510.04","yearly","this is annual","True",,"1",,"1","B3A4R5","44.678240","-63.567480","Unique ePCCF","True","True","12090200","1","True","False","","","","09","B3A","12090026","1209034","1209","2050109.00","205","12004","12","1"
"262","B3H1A6","HALIFAX","B3J-1","1","248.13","monthly","this is monthly","False",,"1",,"1","B3H1A6","44.622500","-63.574710","Unique ePCCF","True","True","12090294","1","True","False","","","","01","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"261","B3H1A9","HALIFAX","B3J-1","1","385.22","monthly","this is monthly","False",,"1",,"1","B3H1A9","44.624570","-63.575610","Unique ePCCF","True","True","12090294","1","True","False","","","","02","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"844","B3H1C6","HALIFAX","B3J-1","2","212.09","monthly","this is monthly","False",,"1",,"1","B3H1C6","44.626620","-63.576690","Unique ePCCF","True","True","12090293","1","True","False","","","","07","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"852","B3H1E1","HALIFAX","B3J-1","1","549.89","monthly","this is monthly","False",,"1",,"1","B3H1E1","44.627150","-63.577380","Unique ePCCF","True","True","12090293","1","True","False","","","","02","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"848","B3H1E5","HALIFAX","B3J-1","1","639.18","monthly","this is monthly","False",,"1",,"1","B3H1E5","44.627390","-63.578940","Unique ePCCF","True","True","12090293","1","True","False","","","","02","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"263","B3H1H9","HALIFAX","B3J-1","1","457.03","monthly","this is monthly","False",,"1",,"1","B3H1H9","44.628250","-63.586360","Unique ePCCF","True","True","12090279","1","True","False","","","","02","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"853","B3H1N8","HALIFAX","B3J-1","1","95.51","monthly","this is monthly","False",,"1",,"1","B3H1N8","44.634080","-63.585730","Unique ePCCF","True","True","12090281","1","True","False","","","","16","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"840","B3H3B2","HALIFAX","B3J-1","2","310.62","monthly","this is monthly","False",,"1",,"1","B3H3B2","44.625820","-63.576670","Unique ePCCF","True","True","12090293","1","True","False","","","","02","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"257","B3H3C1","HALIFAX","B3J-1","3","124.92","monthly","this is monthly","False",,"1",,"1","B3H3C1","44.629670","-63.582320","Unique ePCCF","True","True","12090279","1","True","False","","","","02","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"259","B3H3G6","HALIFAX","B3J-1","1","746.54","monthly","this is monthly","False",,"1",,"1","B3H3G6","44.629430","-63.583290","Unique ePCCF","True","True","12090279","1","True","False","","","","02","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"842","B3H3G9","HALIFAX","B3J-1","2","952.2","monthly","this is monthly","False",,"1",,"1","B3H3G9","44.631230","-63.583530","Unique ePCCF","True","True","12090281","1","True","False","","","","07","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"1511","B3H3H1","HALIFAX","M4W-1","1","253.37","monthly","this is monthly","True",,"1",,"1","B3H3H1","44.633060","-63.584880","Unique ePCCF","True","True","12090281","1","True","False","","","","02","B3H","12090054","1209034","1209","2050005.00","205","12005","12","1"
"1832","B3H3J3","HALIFAX","B3J-1","1","574.98","monthly","this is monthly","True",,"1",,"1","B3H3J3","44.642410","-63.589520","Unique ePCCF","True","True","12090333","1","True","False","","","","22","B3H","12090054","1209034","1209","2050006.00","205","12005","12","1"
"264","B3H3Z2","HALIFAX","B3J-1","1","103.32","monthly","this is monthly","False",,"1",,"1","B3H3Z2","44.638130","-63.597250","Unique ePCCF","True","True","12090331","1","True","False","","","","01","B3H","12090054","1209034","1209","2050006.00","205","12005","12","1"
"1831","B3H4A9","HALIFAX","B3J-1","1","177.87","monthly","this is monthly","True",,"1",,"1","B3H4A9","44.641610","-63.600260","Unique ePCCF","True","True","12090326","1","True","False","","","","06","B3H","12090055","1209034","1209","2050012.00","205","12005","12","1"
"1830","B3H4B8","HALIFAX","B3J-1","3","800.09","monthly","this is monthly","True",,"1",,"1","B3H4B8","44.642890","-63.602130","Unique ePCCF","True","True","12090326","1","True","False","","","","16","B3H","12090055","1209034","1209","2050012.00","205","12005","12","1"
"258","B3H4M3","HALIFAX","B3J-1","3","718.97","monthly","this is monthly","False",,"1",,"1","B3H4M3","44.625590","-63.579200","Unique ePCCF","True","True","12090294","1","True","False","","","","01","B3H","12090046","1209034","1209","2050003.00","205","12005","12","1"
"260","B3L1B8","HALIFAX","B3J-1","1","491.65","monthly","this is monthly","False",,"1",,"1","B3L1B8","44.642730","-63.605220","Unique ePCCF","True","True","12090325","1","True","False","","","","02","B3H","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3521","B3L3C1","HALIFAX","B3J-1","1","297.87","yearly","this is annual","False",,"1",,"1","B3L3C1","44.644110","-63.606730","Unique ePCCF","True","True","12090324","1","True","False","","","","16","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3501","B3L3C7","HALIFAX","B3J-1","3","632.81","yearly","this is annual","True",,"1",,"1","B3L3C7","44.644280","-63.609240","Unique ePCCF","True","True","12090246","1","True","False","","","","16","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3533","B3L3C9","HALIFAX","B3J-1","1","350.08","yearly","this is annual","False",,"1",,"1","B3L3C9","44.644100","-63.608550","Unique ePCCF","True","True","12090324","1","True","False","","","","02","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3534","B3L3E3","HALIFAX","B3J-1","1","519.88","yearly","this is annual","False",,"1",,"1","B3L3E3","44.644200","-63.610460","Unique ePCCF","True","True","12090246","1","True","False","","","","16","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3506","B3L3E4","HALIFAX","B3J-1","2","608.96","yearly","this is annual","True",,"1",,"1","B3L3E4","44.644120","-63.609790","Unique ePCCF","True","True","12090246","1","True","False","","","","02","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3522","B3L3G3","HALIFAX","B3J-1","1","292.23","yearly","this is annual","False",,"1",,"1","B3L3G3","44.644230","-63.613710","Unique ePCCF","True","True","12090246","1","True","False","","","","16","B3L","12090055","1209034","1209","2050013.00","205","12005","12","1"
"3535","B3L3T1","ARMDALE","B3J-1","1","620.71","yearly","this is annual","False",,"1",,"1","B3L3T1","44.647620","-63.611940","Unique ePCCF","True","True","12090245","1","True","False","","","","16","B3L","12090056","1209034","1209","2050018.00","205","12005","12","1"
"3507","B3L3T2","ARMDALE","B3J-1","2","963.88","yearly","this is annual","True",,"1",,"1","B3L3T2","44.647920","-63.611820","Unique ePCCF","True","True","12090245","1","True","False","","","","07","B3L","12090056","1209034","1209","2050018.00","205","12005","12","1"
"3495","B3L3T9","HALIFAX","B3J-1","5","882.62","yearly","this is annual","True",,"1",,"1","B3L3T9","44.646320","-63.614090","Unique ePCCF","True","True","12090245","1","True","False","","","","16","B3L","12090056","1209034","1209","2050018.00","205","12005","12","1"
"3523","B3M0A2","HALIFAX","B3J-1","1","220.68","yearly","this is annual","False",,"1",,"1","B3M0A2","44.693910","-63.661980","Unique ePCCF","True","True","12090902","1","True","False","","","A","52","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3513","B3M0C8","HALIFAX","B3J-1","1","789.21","yearly","this is annual","True",,"1",,"1","B3M0C8","44.691520","-63.679410","Unique ePCCF","True","True","12090523","1","True","False","","","","52","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"839","B3M1L2","HALIFAX","B3J-1","4","740.16","monthly","this is monthly","False",,"1",,"1","B3M1L2","44.665280","-63.643180","Unique ePCCF","True","True","12090541","1","True","False","","","","07","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"3536","B3M1M2","HALIFAX","B3J-1","1","969.02","yearly","this is annual","False",,"1",,"1","B3M1M2","44.660120","-63.650710","Unique ePCCF","True","True","12090539","1","True","False","","","","07","B3M","12090047","1209034","1209","2050025.01","205","12006","12","1"
"3505","B3M1R1","HALIFAX","B3J-1","2","569.45","yearly","this is annual","True",,"1",,"1","B3M1R1","44.668330","-63.655050","Unique ePCCF","True","True","12090542","1","True","False","","","","16","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"841","B3M1Z7","HALIFAX","B3J-1","2","805.56","monthly","this is monthly","False",,"1",,"1","B3M1Z7","44.679400","-63.659250","Unique ePCCF","True","True","12090521","1","True","False","","","","19","B3M","12090057","1209034","1209","2050026.02","205","12006","12","1"
"4547","B3M2B9","HALIFAX","V6H-1","1","340.84","yearly","this is annual","False",,"1",,"1","B3M2B9","44.677230","-63.669400","Unique ePCCF","True","True","12090950","1","True","False","","","","09","B3M","12090043","1209034","1209","2050026.03","205","12006","12","1"
"3524","B3M2C7","HALIFAX","B3J-1","1","883.47","yearly","this is annual","False",,"1",,"1","B3M2C7","44.679640","-63.675400","Unique ePCCF","True","True","12090516","1","True","False","","","","09","B3M","12090043","1209034","1209","2050026.03","205","12006","12","1"
"3508","B3M2C8","HALIFAX","B3J-1","2","33.44","yearly","this is annual","True",,"1",,"1","B3M2C8","44.683000","-63.663740","Unique ePCCF","True","True","12090518","1","True","False","","","","02","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3537","B3M2L4","HALIFAX","B3J-1","1","47.94","yearly","this is annual","False",,"1",,"1","B3M2L4","44.682860","-63.661590","Unique ePCCF","True","True","12090518","1","True","False","","","","05","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3525","B3M2N3","HALIFAX","B3J-1","1","504.97","yearly","this is annual","False",,"1",,"1","B3M2N3","44.691540","-63.661000","Unique ePCCF","True","True","12090902","1","True","False","","","","07","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3526","B3M2P8","HALIFAX","B3J-1","1","24.9","yearly","this is annual","False",,"1",,"1","B3M2P8","44.673160","-63.648600","Unique ePCCF","True","True","12090574","1","True","False","","","","45","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"854","B3M2X2","HALIFAX","B3J-1","1","352.02","monthly","this is monthly","False",,"1",,"1","B3M2X2","44.664900","-63.646150","Unique ePCCF","True","True","12090541","1","True","False","","","","23","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"3500","B3M3G9","HALIFAX","B3J-1","3","635.19","yearly","this is annual","True",,"1",,"1","B3M3G9","44.678940","-63.673310","Unique ePCCF","True","True","12090516","1","True","False","","","","09","B3M","12090043","1209034","1209","2050026.03","205","12006","12","1"
"3538","B3M3P3","HALIFAX","B3J-1","1","598.63","yearly","this is annual","False",,"1",,"1","B3M3P3","44.664180","-63.650240","Unique ePCCF","True","True","12090542","1","True","False","","","","16","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"3510","B3M3S6","HALIFAX","B3J-1","2","544.77","yearly","this is annual","True",,"1",,"1","B3M3S6","44.665190","-63.655370","Unique ePCCF","True","True","12090542","1","True","False","","","","16","B3M","12090057","1209034","1209","2050025.02","205","12006","12","1"
"3539","B3M3Y8","HALIFAX","B3J-1","1","681.12","yearly","this is annual","False",,"1",,"1","B3M3Y8","44.677280","-63.667080","Unique ePCCF","True","True","12090950","1","True","False","","","","09","B3M","12090043","1209034","1209","2050026.03","205","12006","12","1"
"3498","B3M4S4","HALIFAX","B3J-1","3","460.94","yearly","this is annual","True",,"1",,"1","B3M4S4","44.684890","-63.664140","Unique ePCCF","True","True","12090518","1","True","False","","","","07","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3527","B3M4W2","HALIFAX","B3J-1","1","17.06","yearly","this is annual","False",,"1",,"1","B3M4W2","44.697680","-63.669620","Unique ePCCF","True","True","12091022","1","True","False","","","","11","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3540","B3M4W4","HALIFAX","B3J-1","1","321.23","yearly","this is annual","False",,"1",,"1","B3M4W4","44.697250","-63.670700","Unique ePCCF","True","True","12091022","1","True","False","","","","11","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3514","B3M4X3","HALIFAX","B3J-1","1","2.25","yearly","this is annual","True",,"1",,"1","B3M4X3","44.700590","-63.663360","Unique ePCCF","True","True","12091023","1","True","False","","","A","51","B3M","12090032","1209034","1209","2050027.00","205","12006","12","1"
"3515","B3N1L2","HALIFAX","B3J-1","1","516.46","yearly","this is annual","True",,"1",,"1","B3N1L2","44.640630","-63.627200","Unique ePCCF","True","True","12090249","1","True","False","","","","16","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3528","B3N1X5","HALIFAX","B3J-1","1","754.04","yearly","this is annual","False",,"1",,"1","B3N1X5","44.643050","-63.626400","Unique ePCCF","True","True","12090249","1","True","False","","","","16","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3499","B3N1Z4","ARMDALE","B3J-1","3","994.85","yearly","this is annual","True",,"1",,"1","B3N1Z4","44.643720","-63.636520","Unique ePCCF","True","True","12090483","1","True","False","","","","05","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3541","B3N1Z5","HALIFAX","B3J-1","1","570.41","yearly","this is annual","False",,"1",,"1","B3N1Z5","44.643350","-63.636190","Unique ePCCF","True","True","12090483","1","True","False","","","","07","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3516","B3N1Z6","HALIFAX","B3J-1","1","642.79","yearly","this is annual","True",,"1",,"1","B3N1Z6","44.646070","-63.632050","Unique ePCCF","True","True","12090249","1","True","False","","","","16","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3553","B3N1Z7","ARMDALE","B1P-1","1","99.99","yearly","this is annual","True",,"1",,"1","B3N1Z7","44.645530","-63.634250","Unique ePCCF","True","True","12090484","1","True","False","","","","07","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
"3503","B3N1Z8","ARMDALE","B3J-1","2","583.19","yearly","this is annual","True",,"1",,"1","B3N1Z8","44.645410","-63.633590","Unique ePCCF","True","True","12090484","1","True","False","","","","02","B3N","12090048","1209034","1209","2050017.00","205","12005","12","1"
